nome,endereco,estado,cpf,data,idade
Sophie Pinto,"residencial noah mendes
vila atila de paiva
80740422 vieira das pedras / sc",RONDÔNIA,023.874.619-40,1995-01-27,29
Sr. Kaique Peixoto,"fazenda moraes, 80
vila vista alegre
10237716 rezende / es",SANTA CATARINA,726.980.354-47,1962-03-20,62
Luiz Henrique Mendes,"travessa leandro da mata, 898
vila sesc
45312-734 pinto verde / ro",PARÁ,248.671.095-76,1934-01-18,90
Sr. Felipe Barros,"área raquel moura, 8
mangabeiras
98516774 freitas das pedras / to",Desconhecido,569.174.380-57,1975-04-08,48
Ana Beatriz Pereira,"condomínio de santos
jaraguá
26568-369 da paz / mg",SANTA CATARINA,798.130.564-01,1970-01-01,54
Sr. Rafael Silva,"estação lara almeida, 67
sagrada família
07156-430 correia / pe",MARANHÃO,238.694.105-15,1997-04-26,26
Dra. Olivia Mendes,"residencial de mendes
jardim guanabara
59537-246 fernandes do galho / rr",SERGIPE,189.425.703-05,1933-10-10,90
Eduardo Sales,"aeroporto emanuel barros, 4
tres marias
65237-430 alves das flores / df",PERNAMBUCO,052.439.678-74,1984-12-11,39
André Rodrigues,"trecho gomes, 3
barreiro
95102-156 fernandes do amparo / go",PIAUÍ,375.146.289-91,1951-02-18,73
Sophia Cavalcanti,"alameda paulo da cruz, 70
vila madre gertrudes 3ª seção
39239-552 ribeiro / pr",AMAZONAS,092.836.475-56,1932-05-25,91
Carolina Sales,"residencial pinto, 95
etelvina carneiro
81148942 rezende / df",BAHIA,519.078.623-40,1992-02-06,32
Lucas Monteiro,"lagoa de silveira, 91
trevo
06218590 cavalcanti / pi",MARANHÃO,654.938.217-37,1947-06-29,76
João Felipe Dias,"condomínio moura, 504
santa helena
43343-451 moreira do norte / se",SERGIPE,850.643.912-42,1972-04-03,52
Dr. Ian Fogaça,"distrito de cavalcanti
vila barragem santa lúcia
47512-712 peixoto / rj",TOCANTINS,248.307.519-32,1931-01-25,93
Lorena Barros,"favela letícia jesus, 34
novo ouro preto
49782-391 caldeira de minas / mg",ALAGOAS,785.063.942-10,1940-04-24,83
Sra. Ana Clara Teixeira,"feira de da conceição, 796
mangabeiras
18099340 farias / se",RORAIMA,760.213.958-59,1974-11-23,49
Natália Monteiro,"morro de ramos
conjunto taquaril
44747-230 da luz de da rocha / am",RIO GRANDE DO SUL,481.507.239-60,1942-10-22,81
Eduarda Duarte,"quadra lopes, 69
vila da paz
26521494 cardoso / ce",ACRE,893.752.061-30,2003-10-10,20
Larissa Carvalho,"jardim de carvalho, 5
santo andré
16152-953 lopes das pedras / al",RORAIMA,632.785.914-37,1932-05-21,91
Lara Moraes,"vereda araújo, 18
garças
60268-221 das neves do amparo / pi",PARANÁ,549.683.127-09,2005-09-02,18
Sophie Da Rosa,"pátio fernandes, 59
vila ouro minas
16613784 correia / am",SÃO PAULO,254.937.810-50,1926-10-06,97
Olivia Martins,"jardim vinicius caldeira, 28
jonas veiga
92977-860 fernandes / df",CEARÁ,391.758.460-39,1941-04-13,82
Thomas Barros,"passarela de araújo, 123
andiroba
73587-974 peixoto / am",GOIÁS,105.832.679-12,1951-07-31,72
Davi Luiz Azevedo,"rodovia eduarda ramos, 87
engenho nogueira
24750-721 da mota / pb",SÃO PAULO,478.213.906-31,1964-11-30,59
Danilo Santos,"viela ana júlia fernandes, 25
pirineus
80993-491 caldeira do oeste / ac",PARÁ,297.468.531-55,1926-12-17,97
Sr. Enzo Porto,"vereda cauê barbosa, 141
conjunto providencia
93386492 da rosa de minas / ma",MATO GROSSO,496.105.872-67,1925-04-20,98
Bianca Alves,"campo rodrigues, 351
brasil industrial
54149-753 barros de lopes / ms",SANTA CATARINA,304.856.971-57,1956-11-22,67
Alexia Das Neves,"residencial de sales, 5
vila cloris
86404551 novaes das flores / se",RONDÔNIA,267.095.384-00,1938-04-16,85
Esther Campos,"área de castro, 108
nova vista
35970-851 da mota de da conceição / pi",SÃO PAULO,523.648.017-53,1965-07-25,58
Ana Júlia Freitas,"estrada fernanda jesus, 2
santa margarida
84192258 ramos / ac",GOIÁS,584.163.270-17,1965-06-28,58
Maria Vitória Da Mata,"lagoa pietro da cruz, 524
vila santa monica 2ª seção
97865-496 carvalho / ro",PARÁ,826.549.107-76,1967-01-02,57
Ryan Da Mata,"rodovia de porto, 90
marieta 2ª seção
21253207 cavalcanti da praia / go",ALAGOAS,172.394.650-80,2003-06-17,20
Emilly Ribeiro,"parque de gomes, 71
mala e cuia
39690-144 ribeiro / pa",RIO GRANDE DO NORTE,584.039.721-05,2002-03-16,22
Bernardo Pinto,"esplanada de moura, 30
vila petropolis
06003-306 silveira de minas / pa",PERNAMBUCO,217.358.960-12,1929-10-07,94
Nicole Peixoto,"distrito moraes
indaiá
48826-926 fernandes / ms",MINAS GERAIS,829.610.543-89,1956-12-02,67
Isaac Da Conceição,"lago da luz, 59
suzana
31058-064 oliveira grande / am",GOIÁS,867.904.512-85,1948-11-10,75
Davi Lucca Santos,"favela beatriz da costa, 77
antonio ribeiro de abreu 1ª seção
84156036 pereira / rj",RIO DE JANEIRO,571.896.432-73,1962-01-22,62
Paulo Lopes,"passarela davi lucca lopes, 37
ernesto nascimento
98206-073 viana das pedras / mg",MARANHÃO,186.920.475-11,1956-05-05,67
Sophie Vieira,"vereda de da mota, 564
jaqueline
26975-832 da cunha verde / ma",PIAUÍ,938.740.256-83,1987-06-09,36
Rodrigo Da Cruz,"favela costa, 372
serra
52549990 da mota / go",SÃO PAULO,648.157.092-11,1973-01-20,51
Sr. Samuel Barbosa,"distrito jesus, 34
vila rica
50869292 sales / rs",AMAZONAS,903.148.725-23,1993-12-08,30
Dr. Cauê Ramos,"viela de castro, 27
álvaro camargos
66324-461 campos de da conceição / df",RONDÔNIA,109.742.536-34,1953-07-26,70
Bruno Jesus,"campo moreira, 48
tirol
08973-162 moraes de almeida / rn",ESPÍRITO SANTO,354.129.068-42,1997-03-19,27
Lívia Correia,"favela de da rocha, 6
carlos prates
05310779 moura / ms",MATO GROSSO,843.267.059-65,1972-01-20,52
Enrico Da Rocha,"condomínio maria julia cavalcanti
vila são dimas
11528497 moraes / pa",PERNAMBUCO,241.085.396-05,1997-08-11,26
Rafaela Aragão,"chácara maria fernanda castro
marajó
14151560 cardoso / pb",SÃO PAULO,269.480.317-22,1950-06-18,73
Dr. Marcos Vinicius Farias,"ladeira castro
jardim são josé
72626-905 da cruz alegre / ma",PERNAMBUCO,475.216.309-80,1936-01-19,88
Larissa Lopes,"largo cavalcanti, 96
floramar
83933940 pires / sc",PERNAMBUCO,015.672.389-12,1946-03-27,78
Isadora Carvalho,"pátio de da paz, 57
são joão
47963078 da rosa / sc",SÃO PAULO,917.830.264-13,1924-09-06,99
Sr. Vitor Da Rocha,"recanto de novaes, 32
serra do curral
05842-432 barros / to",RIO DE JANEIRO,234.809.516-51,1946-05-21,77
Isadora Pereira,"jardim stella da costa, 91
pompéia
17635-424 rocha verde / ba",MATO GROSSO,501.489.326-06,1932-01-08,92
Dr. Bernardo Da Cunha,"residencial marina azevedo, 89
lagoinha leblon
75184-425 moraes de goiás / mt",PARAÍBA,147.253.908-79,1973-10-24,50
Gabrielly Mendes,"praça joão rezende, 30
céu azul
16339-527 vieira / rj",RORAIMA,954.823.710-50,1977-04-13,46
Sr. Bruno Da Mata,"chácara alice ferreira, 678
vila calafate
86268453 teixeira de da conceição / to",GOIÁS,473.961.502-99,1930-03-18,94
Breno Rocha,"estação de rodrigues
tres marias
70341-376 martins das pedras / pa",SERGIPE,237.651.094-52,1964-05-01,59
Luigi Ferreira,"trevo vieira
nossa senhora aparecida
77209-204 silveira / ap",MATO GROSSO,148.627.593-19,1954-08-11,69
Davi Lucca Da Cruz,"sítio de novaes, 75
vila são dimas
20206-108 sales grande / al",ALAGOAS,862.147.309-78,1952-08-19,71
Henrique Almeida,"área da costa, 29
dona clara
76291-483 peixoto / ms",CEARÁ,824.936.710-31,1964-10-26,59
Dr. Vitor Hugo Caldeira,"feira da costa, 17
vila dos anjos
20897515 oliveira da serra / se",GOIÁS,943.521.086-42,1988-01-29,36
Alexia Souza,"lagoa alves, 97
buritis
77554-758 dias / mt",PIAUÍ,348.750.169-48,1953-09-20,70
Luiza Azevedo,"recanto elisa da mota, 8
alípio de melo
27537027 da rocha / al",RONDÔNIA,683.725.094-92,1950-10-15,73
Dr. Kaique Da Mota,"setor vinicius moraes, 475
nossa senhora aparecida
22195398 nascimento / to",MINAS GERAIS,143.052.798-60,1932-10-03,91
Laura Lima,"área oliveira, 91
são paulo
64776374 nunes / sp",BAHIA,051.892.473-41,1941-07-19,82
Raul Rodrigues,"aeroporto da rocha, 499
estrela
98010-973 lopes do campo / ba",BAHIA,039.428.156-05,1969-03-10,55
Joaquim Melo,"ladeira ribeiro, 6
vila santo antônio
39990-961 peixoto / pe",PERNAMBUCO,305.162.978-21,1932-11-23,91
Benjamin Cardoso,"trevo da cunha, 2
são bento
96921591 correia / al",MARANHÃO,054.738.621-44,1943-09-08,80
João Miguel Lopes,"via de nunes, 63
olaria
31900805 alves / es",ALAGOAS,741.632.085-26,1990-05-07,33
Letícia Da Mota,"travessa de lopes, 205
mariano de abreu
95876862 moreira / ce",SERGIPE,587.163.902-02,2000-02-26,24
Levi Da Rocha,"via brenda cunha, 49
vila da ária
86881385 pereira das flores / ac",RIO GRANDE DO NORTE,840.965.372-92,1983-10-09,40
Lorena Caldeira,"praça ana luiza fernandes, 5
conjunto jatoba
06539-736 peixoto / ba",MATO GROSSO,625.938.410-60,1971-02-02,53
Cauê Nogueira,"recanto melo
conjunto providencia
67379023 sales grande / es",PARAÍBA,473.829.561-64,1927-08-30,96
Sra. Yasmin Ferreira,"lago de da cunha, 6
custodinha
00656680 alves / rn",RIO DE JANEIRO,805.297.631-68,1938-08-29,85
Nicole Almeida,"chácara joão gabriel nogueira
goiania
01170-828 farias da prata / mg",BAHIA,529.718.403-79,1934-03-05,90
Fernando Pereira,"trecho de rodrigues, 659
alto das antenas
14069474 rocha do sul / pr",MATO GROSSO,560.237.918-59,1977-03-11,47
Breno Pereira,"residencial gabriela azevedo, 35
vila rica
93794-457 barros do sul / pi",SERGIPE,916.278.345-91,1995-08-09,28
Clara Dias,"conjunto da conceição, 39
outro
24816322 cardoso do norte / df",MATO GROSSO,190.853.247-50,1985-11-16,38
Dra. Milena Vieira,"campo camila das neves, 14
granja de freitas
50083-987 farias / mg",PARÁ,237.186.094-87,1954-09-16,69
Vitor Gabriel Porto,"residencial luiza correia, 598
savassi
71706-964 da costa / es",ALAGOAS,394.076.152-43,1937-06-14,86
Sr. Erick Da Rosa,"núcleo de caldeira
vila são joão batista
94501805 da cruz de duarte / al",MINAS GERAIS,971.680.543-84,1998-12-14,25
Marcos Vinicius Da Cunha,"lagoa de rodrigues, 23
vila nova
35353077 martins verde / rn",RIO GRANDE DO NORTE,709.168.342-04,1991-07-25,32
Sra. Nina Pires,"viela eloah cunha, 42
vila suzana primeira seção
51015-275 da mota / rs",SÃO PAULO,651.847.023-26,1979-09-23,44
Felipe Ribeiro,"núcleo maria julia cunha, 21
vila santa rosa
63315732 castro de minas / pe",MATO GROSSO,259.386.014-60,1946-10-24,77
Maria Julia Porto,"alameda nascimento
vila suzana primeira seção
96587270 da luz / go",ALAGOAS,864.015.273-07,1989-01-18,35
Pedro Cardoso,"travessa de da rosa, 86
itaipu
42656-531 santos de fogaça / pa",PARAÍBA,125.370.849-50,1988-05-28,35
Rebeca Da Paz,"sítio de costa, 5
pantanal
19576291 costa / to",PARANÁ,047.196.853-66,1966-04-11,57
Enrico Gonçalves,"campo bernardo barros
conjunto são francisco de assis
33001-880 ramos / mg",SÃO PAULO,637.954.128-46,1940-01-24,84
Murilo Campos,"recanto silva
joão paulo ii
63796-922 da cunha / sp",ACRE,031.429.876-22,1926-09-20,97
Olivia Porto,"conjunto almeida, 3
bela vitoria
21477072 martins do oeste / ac",RIO GRANDE DO SUL,608.592.743-65,1985-12-23,38
Mirella Da Conceição,"pátio joão lucas cardoso, 77
maria tereza
79930-769 martins / am",SANTA CATARINA,854.702.193-05,1984-11-21,39
Stephany Cardoso,"praia luiz gustavo da luz, 83
são joão batista
28346057 ribeiro paulista / ro",BAHIA,453.287.196-46,1934-06-09,89
Sr. Enrico Melo,"esplanada farias, 252
caetano furquim
48121749 barros da mata / go",PIAUÍ,829.635.104-89,1924-09-05,99
Dr. Gabriel Souza,"rodovia de costela, 116
são geraldo
32543-886 vieira dos dourados / ce",PERNAMBUCO,432.516.079-52,2000-06-21,23
Davi Jesus,"quadra vieira, 230
cdi jatoba
20549693 cavalcanti de da costa / ro",BAHIA,914.326.570-70,1972-11-27,51
Guilherme Freitas,"trecho de caldeira, 369
santa sofia
92148278 pereira / se",SANTA CATARINA,517.032.496-07,1980-07-12,43
Theo Costa,"largo joão santos, 10
vila batik
12375502 gonçalves / rn",RONDÔNIA,705.914.826-49,1942-07-20,81
Dr. Gustavo Henrique Das Neves,"setor juliana fogaça, 605
piraja
18088-133 barbosa de minas / ma",MATO GROSSO DO SUL,430.965.178-00,1925-11-26,98
Maria Luiza Gomes,"área ana vitória martins, 56
xodo-marize
75746599 campos / ba",SERGIPE,821.346.507-53,1944-11-02,79
Davi Lucas Peixoto,"área thomas moraes, 58
canaa
13457754 fogaça / rj",ACRE,610.347.258-07,1987-04-07,36
Bruna Almeida,"chácara mendes, 64
varzea da palma
34300875 pereira de aragão / pr",RIO GRANDE DO NORTE,610.958.743-57,1952-03-26,72
Juliana Ramos,"vale de duarte, 5
horto florestal
61116-966 costela da prata / am",DISTRITO FEDERAL,846.532.901-05,2003-07-11,20
Sarah Nascimento,"alameda das neves, 1
planalto
82186-975 gonçalves de minas / mt",ACRE,560.143.972-99,1946-06-30,77
Brenda Da Luz,"viela danilo farias, 54
lagoa
03246-491 gomes / pe",MATO GROSSO DO SUL,037.641.982-22,1950-03-11,74
Heloísa Da Costa,"favela correia, 6
vila dos anjos
59071766 da luz das flores / se",MATO GROSSO DO SUL,648.975.132-19,1943-08-12,80
Emanuella Araújo,"rodovia maria julia peixoto
jardim guanabara
02953-469 almeida / ac",PIAUÍ,758.319.462-82,1960-02-21,64
Vitor Viana,"trecho de oliveira, 41
urca
99982495 monteiro do norte / ac",TOCANTINS,036.791.524-34,1958-04-13,65
Yago Lopes,"lagoa danilo fogaça, 756
nova gameleira
87198340 peixoto do oeste / ro",PARANÁ,720.351.896-59,1948-05-05,75
Lívia Souza,"colônia de correia, 93
laranjeiras
00380618 cunha / ce",TOCANTINS,308.769.421-50,1988-09-11,35
Gabriela Cavalcanti,"setor oliveira, 4
são josé
88628-790 moraes do sul / ma",MATO GROSSO DO SUL,359.710.248-41,1967-04-05,56
Enzo Nogueira,"morro de ferreira
vila são joão batista
46105897 moreira verde / mg",PIAUÍ,309.527.864-00,1942-01-30,82
Dr. Ian Barbosa,"alameda eduardo barros, 60
gameleira
29659334 peixoto / pi",PIAUÍ,412.836.097-03,1933-04-10,90
Gabriela Rocha,"área joaquim nogueira, 98
pedreira padro lopes
80157-244 carvalho / ma",RIO GRANDE DO NORTE,348.067.512-35,1989-11-17,34
Maria Julia Martins,"loteamento de nunes, 83
jatobá
30147296 costa de viana / pb",MINAS GERAIS,576.129.803-12,1942-11-12,81
Dra. Marina Santos,"viela alana souza, 456
união
33893264 almeida / df",RIO GRANDE DO SUL,950.827.316-02,1966-04-11,57
Heloísa Teixeira,"viela de da cruz, 61
bonsucesso
08463-362 castro / pa",GOIÁS,635.018.274-07,1936-05-23,87
Paulo Farias,"esplanada thomas pires, 33
providencia
74600883 azevedo do sul / ap",SÃO PAULO,593.618.240-15,1951-11-18,72
Gabrielly Cardoso,"estrada da cruz
aparecida
12482-253 alves / ap",ACRE,127.539.460-43,1928-07-26,95
Davi Aragão,"residencial de cardoso, 66
vila santo antônio
46634145 da cruz paulista / se",PARANÁ,598.126.074-20,1988-09-24,35
Yago Peixoto,"condomínio de nunes, 436
vila betânia
68017-566 azevedo do campo / pi",PARAÍBA,380.294.156-05,1929-02-12,95
Erick Da Conceição,"morro nunes, 657
ipe
17146-952 campos / ce",MINAS GERAIS,983.705.642-83,1963-08-25,60
Isis Araújo,"praia de campos, 82
vila oeste
65663001 aragão / sp",AMAPÁ,216.940.837-13,1954-06-08,69
Dr. Nicolas Rezende,"esplanada marcela castro, 36
flavio de oliveira
21776950 ribeiro de da mata / pa",PARAÍBA,460.951.872-49,1982-07-01,41
Sr. Samuel Nascimento,"setor luana ramos
nova pampulha
49464321 melo da prata / ac",SERGIPE,914.356.082-24,1958-12-09,65
Sra. Maria Fernanda Barbosa,"esplanada pedro nascimento, 71
vila são paulo
82047968 silveira / go",PARÁ,718.340.692-03,1934-11-02,89
Luiz Felipe Farias,"favela kaique fogaça, 19
castelo
89539-314 farias de goiás / al",PARÁ,069.853.472-74,1943-04-26,80
Sr. Calebe Silva,"rodovia de castro
santa branca
68988668 carvalho do norte / es",GOIÁS,402.895.671-49,1962-05-24,61
Emanuella Gonçalves,Endereço não informado!!,GOIÁS,107.258.963-02,1954-07-17,69
Augusto Oliveira,"colônia costa, 81
vera cruz
52635474 das neves / ro",GOIÁS,246.503.781-17,1992-02-27,32
Pedro Azevedo,"vale vieira, 49
comiteco
80646514 moraes da prata / rs",MARANHÃO,953.478.062-65,1956-03-02,68
Sra. Maria Luiza Fogaça,"recanto de moreira, 426
santo agostinho
33803068 lima do oeste / mt",AMAPÁ,650.138.924-06,1956-12-12,67
Eduarda Oliveira,"sítio clarice sales, 99
silveira
99374-144 da mota do norte / pb",SERGIPE,365.297.480-83,1965-09-27,58
Paulo Ramos,"sítio azevedo
vila mantiqueira
13648723 novaes de da mota / df",MATO GROSSO,490.257.316-43,2002-11-13,21
Beatriz Pires,"recanto de castro
centro
11181216 nogueira / ma",MINAS GERAIS,275.691.803-21,1990-03-11,34
Fernando Azevedo,"estação rafael nunes, 90
jardim são josé
13086960 mendes / ro",DISTRITO FEDERAL,790.612.435-99,1995-05-19,28
Eloah Silva,"viela da rocha, 160
barão homem de melo 2ª seção
03877874 santos / ba",PERNAMBUCO,037.562.194-61,1935-03-30,89
Caio Araújo,"morro ribeiro, 11
casa branca
18090-665 costela de duarte / go",AMAZONAS,407.953.128-14,1989-12-18,34
Sra. Valentina Sales,"sítio ramos, 73
cachoeirinha
27212763 jesus / mg",PARANÁ,269.401.378-31,1939-08-08,84
Melissa Cunha,"ladeira luiza pinto, 9
conjunto minas caixa
29866-751 aragão / mt",PERNAMBUCO,719.234.568-73,1999-02-17,25
Laís Da Paz,"lagoa cavalcanti, 12
vila ecológica
95149381 da rocha da serra / sp",BAHIA,139.650.248-33,1927-01-09,97
Heitor Silveira,"avenida azevedo
santa maria
65167615 souza de aragão / ma",ACRE,183.062.459-89,1935-02-19,89
Fernanda Moraes,"avenida rocha, 13
alta tensão 2ª seção
99471-813 silva de lopes / pi",RORAIMA,064.153.782-44,1979-03-18,45
Alana Souza,"praia moreira, 1
cardoso
95586377 rezende / se",PIAUÍ,801.249.653-42,1973-12-06,50
Srta. Caroline Da Rosa,"passarela rocha, 96
buraco quente
12527333 pinto do galho / sp",CEARÁ,192.846.350-98,1972-05-26,51
Stephany Vieira,"travessa guilherme carvalho, 7
jonas veiga
17310105 moraes da mata / ms",TOCANTINS,682.430.791-22,1977-05-22,46
Enzo Barros,"estação fernandes, 85
nova floresta
99679-423 melo verde / go",MINAS GERAIS,794.105.632-16,1957-01-13,67
Caroline Peixoto,"loteamento thales pires, 51
vila união
19864-623 jesus / rr",SERGIPE,036.519.782-30,1957-11-02,66
Maria Vitória Novaes,"via vieira, 26
ouro preto
40712368 oliveira de gonçalves / go",RORAIMA,804.951.672-58,1984-08-08,39
Bruna Moura,"quadra amanda martins, 4
universo
19144-449 novaes / mg",RIO GRANDE DO SUL,240.561.398-06,1930-02-13,94
Maitê Peixoto,"distrito caldeira, 95
serra
65997-329 ribeiro da serra / pi",RIO GRANDE DO NORTE,501.274.968-58,1962-04-07,61
Dr. Anthony Barbosa,"distrito de fogaça, 13
pompéia
53877441 vieira / ap",MINAS GERAIS,749.318.650-20,2004-03-18,20
Alexandre Jesus,"aeroporto de fogaça, 74
vila santa monica 2ª seção
60502356 fogaça / ba",PIAUÍ,269.471.530-34,1955-03-01,69
Marcos Vinicius Campos,"trecho de barbosa, 7
são josé
35218-132 da cunha / rj",DISTRITO FEDERAL,421.936.780-22,1978-11-19,45
João Miguel Moura,"praça de costela, 38
renascença
34606-474 da mota / ms",RORAIMA,371.528.490-05,1894-07-21,129
Ana Júlia Cardoso,"praia da mata, 88
vila piratininga venda nova
49395-768 barbosa / rj",BAHIA,096.825.473-00,1917-10-02,106
Stella Rodrigues,"loteamento maria alice costela, 63
santa maria
89945979 lopes / es",TOCANTINS,870.629.354-92,1897-10-11,126
Rebeca Da Rosa,"trecho da mata
barroca
57152686 da mata do oeste / sc",SERGIPE,640.731.289-22,2013-01-01,11
Henrique Monteiro,"largo theo silva, 91
nossa senhora da conceição
58201009 santos do amparo / sp",ESPÍRITO SANTO,378.529.164-73,2018-03-09,6
Ana Beatriz Teixeira,"viaduto ferreira, 22
goiania
03047145 teixeira do galho / pe",PIAUÍ,243.675.018-17,1916-03-14,108
Luigi Da Rosa,"pátio de rocha, 4
cinquentenário
90133939 ribeiro / mg",RIO GRANDE DO NORTE,316.092.874-87,2018-08-23,5
Melissa Dias,"quadra isabel castro, 40
biquinhas
73474-780 porto / pi",SÃO PAULO,170.842.953-05,2014-02-21,10
Beatriz Nunes,"praça das neves, 274
são jorge 3ª seção
04812917 moraes / sc",RIO GRANDE DO SUL,483.651.072-44,1894-05-24,129
Raquel Campos,"estação ana lívia farias, 3
vila santa rosa
29209623 da cunha do sul / go",SERGIPE,213.869.074-13,1899-08-19,124
Alícia Nascimento,"aeroporto alícia vieira, 84
comiteco
22332319 costela / to",RONDÔNIA,578.310.692-59,1913-03-27,111
Maria Julia Vieira,"vale oliveira, 15
gameleira
25736494 martins / pr",MATO GROSSO,495.821.760-67,1905-03-20,119
Igor Ramos,"lago de caldeira, 4
beija flor
80339055 gonçalves de da mata / ac",PERNAMBUCO,695.108.723-77,2017-06-29,6
Alice Cardoso,"viaduto araújo, 76
são bento
81023-402 das neves de castro / pr",BAHIA,123.467.985-09,2019-10-14,4
Julia Das Neves,"praça maria sophia da cunha, 71
vila batik
49888-794 porto paulista / pi",PERNAMBUCO,201.495.378-32,1901-06-30,122
Kamilly Rezende,"setor de pires, 39
conjunto jatoba
35413804 silveira / ro",MINAS GERAIS,470.598.623-74,1883-06-04,140
Breno Freitas,"loteamento de ferreira, 24
nova suíça
04025468 teixeira / pa",AMAZONAS,205.941.738-41,2008-03-03,16
Ana Lívia Da Paz,"ladeira gomes, 10
califórnia
16710644 silva da praia / rj",DISTRITO FEDERAL,347.890.162-69,2006-09-01,17
Sr. Daniel Cavalcanti,"núcleo de da paz, 894
sion
45639-116 da cruz de pereira / go",MARANHÃO,609.138.254-33,2018-01-09,6
Sr. Pedro Cavalcanti,"recanto de melo
nossa senhora do rosário
07870886 monteiro / ba",MATO GROSSO,863.591.470-84,2022-12-20,1
João Melo,"via de santos, 172
jardinópolis
11026-705 cardoso / al",ALAGOAS,053.946.781-20,,5225
Eloah Viana,"chácara isabella melo, 9
engenho nogueira
48263-090 cardoso / pb",PARAÍBA,694.108.237-22,,8890
Catarina Vieira,"lagoa moraes, 1
fazendinha
30786-621 nunes / go",AMAPÁ,631.847.925-28,,6850
Dra. Emanuelly Da Luz,"trevo peixoto, 13
jardim alvorada
88114547 moura do norte / rs",AMAPÁ,549.076.831-20,,-398
Júlia Araújo,"passarela de alves, 45
conjunto celso machado
63777708 das neves / al",PARÁ,324.091.587-14,,4068
Enrico Aragão,"trevo de porto
jardim leblon
25265042 costela / am",PERNAMBUCO,496.017.253-34,,2841
Sr. Bruno Pires,"quadra pinto, 896
nova gameleira
15951-609 da mata verde / am",PERNAMBUCO,428.176.095-49,,-283
Daniela Freitas,"aeroporto de pires, 59
nossa senhora da conceição
58048-330 nascimento / ce",RONDÔNIA,786.951.432-28,,-620
Samuel Caldeira,"campo monteiro
cabana do pai tomás
43706555 correia de da mata / ap",RIO GRANDE DO SUL,801.726.935-86,,3324
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,"colônia da rocha, 31
jardim américa
88480-773 barros de goiás / rn",ALAGOAS,930.674.852-38,1985-10-14,38
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,"estrada nogueira, 21
atila de paiva
84689-543 nogueira / pb",MATO GROSSO DO SUL,146.597.038-00,1930-08-27,93
Renan Da Luz,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / pr",SÃO PAULO,294.105.738-23,1949-07-29,74
Caroline Costa,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs",PERNAMBUCO,401.325.978-88,2003-02-20,21
Giovanna Farias,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rj",RIO GRANDE DO SUL,241.763.805-35,1983-08-14,40
Maitê Araújo,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / rs",PIAUÍ,496.283.175-55,1971-07-10,52
Lavínia Da Mota,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / es",RORAIMA,039.485.716-00,2003-01-31,21
Igor Cardoso,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / am",PARAÍBA,345.061.892-05,1975-01-25,49
Maria Julia Campos,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",TOCANTINS,018.639.472-13,1925-08-08,98
Marcos Vinicius Das Neves,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / ro",SÃO PAULO,617.948.250-02,1938-03-23,86
Isabel Barbosa,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",CEARÁ,986.027.415-02,1997-12-17,26
Ryan Gomes,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / sp",ACRE,861.029.453-60,1966-05-17,57
Breno Duarte,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / to",RIO DE JANEIRO,463.105.289-98,1957-10-07,66
Eloah Peixoto,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",SERGIPE,064.917.253-16,1944-05-23,79
Luiza Sales,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / go",RIO GRANDE DO SUL,726.431.850-80,1968-05-01,55
Dr. Alexandre Sales,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / sp",SÃO PAULO,427.398.061-40,1936-06-05,87
Alícia Campos,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / go",PIAUÍ,162.790.485-94,1975-03-20,49
Luigi Porto,"parque de santos, 88
são joão
60112-833 rodrigues / pi",ESPÍRITO SANTO,826.509.374-83,1980-08-18,43
